response_E,escore
I would feel a little bit uncomfortable and disappointed at the fact that my friend had not shown up yet. What I would try and do is maybe get familiar with the area and keep an eye on the people to see if there was anyone I would be interested in speaking to. I might also consider going ahead and getting A drink in order to lighten the mood a little bit while I waited for them to show up. If I did I hear for them for a little bit I would go ahead and reach out to them just to make sure everything's all right on their end and that they are just simply running late.,3.416666667
"I would try to busy myself by working-class on phone or doing my office work on my laptop, if I fail to concentrate then I would pass time by talking over phone or discuss any important issue about my work with my colleague. If no one is available then I would like try to go to meet new people and try to mix without them, otherwise I could watch a movie on my own phone until my friend arrives. I can take Some snacks or watch the party or enjoy the party by dancing or doing something that can be entertaining.",3.833333333
"I WOULD BE VERY UNCOMFORABLE IN THIS SITUATION. PRIOR TO GOING INSIDE, IF I KNEW MY FRIEND HADNT ARRIVED I WOULD WAIT IN MY CAR AND TRY CALLING TO SEE WHERE SHE IS. IF I WAS ALREADY INSIDE I WOULD TRY TO FIND A SEAT IN A OUT OF THE WAY LOCATION AND CALL HER TO SEE WHERE SHE IS AND HOW LONG SHE WILL BE. I MIGHT SEE IF THERE IS ANYONE THERE THAT I FEEL COMFORTABLE STARTING A CONVERSATION WITH WHILE I WAIT FOR MY FRIEND. I WOULD KEEP A CLOSE EYE ON THE DOOR AND IMPATIENTLY AWAIT THE ARRIVAL OF MY FRIEND SO I WOULD HAVE SOMEONE TO TALK TO THAT I WAS FAMILIAR WITH.",2.25
I would wait for my friend outside for a few minutes and keep trying to contact her if she is still coming in the off the chance that she decided not to. I would keep waiting and go inside to talk to the host about the relationship with my friend and ask if she contacted them. I would gauge the level of their relationship to see if I should keep waiting inside or out. I would feel uncomfortable to be waiting in a party where I don't know anybody at all.,3.75
"I would text my friend and let them know I have joined the party. I walk in as if I own the place, and do what I normally do, make a few friends whom introduce me to others at the party. My friend shows up 30 minutes later, by that time, I realize a few people I am talking to and I have much in common, so my friend's late arrival is no concern to me anymore. After a few hours, my new friends and I decide to meet at the local Waffle House and continue our conversation until the wee hours of the next morning.",5
"It is a little difficult because the situation could be different. But the most logical behavior would be to find somebody nearby and introduce myself. I could ask the person whether they know my friend, who is the host of the party, what is expected to happen. Then I maybe would help myself at the table. If somebody would try to start conversation with me, I would politely reply. Again, I would mention my friend's name saying that I was invited by my friend. It may build some relationship. I would try to listen carefully everything I've told to expand the conversation while I am waiting for my friend.",4.25
I would call my friend and try to find out where they are and how long it will take them to get there. I would feel uncomfortable that I am there without anyone I would know. I would introduce myself briefly to the host and explain who I am and let them know my friend is on their way. I would then try to stay out of the way without being too awkward because I don't want to seem like someone who crashed the party. I would be friendly if someone approached me but wouldn't try to intrude on anyone's conversations.,2.75
"So if I got to a party before my friend arrived it would be no problem. I am very outgoing and have no problem starting conversations with new strangers. I would start by introducing myself and telling them my friend invited me to the party but was not there yet. So I would then begin going around the crowd and talking and telling them about my job and ask what they do for a living. I would tell them about my family and ask them also about theirs. I would ask them what are their hobbies and other interests. So before my friend arrives, I will probably know most of the people there already.",5
I would feel very anxious since I didn't know anyone. I would look around to try to find somebody that was relatable to a topic that I could relate to them with. Depending on how long it would be until my friend would be there I would potential he go out to my car and wait for them to show up. I will also walk around the party and just make observations of people and other things that were going on at that moment. It would be too hard to make some small talk until my friend did eventually show up. However that would not be my first full of activities.,2.5
I would be upset my friend is late. I'd wait outside and call them to see how long they will be. If not long I would wait outside. If they will take an extremely long I would go inside and try to befriend any lonely looking people to keep company until my friend arrive and I'd keep my phone in my hand so I can see the call come in. If they take too long I'd just leave and go back home and be mad at my friend for having me show up.,4.666666667
"If I was early to the party I would feel awkward and would immediately text or call my friend. Since I wouldn't know anyone at the party it would be weird. Depending on the time my friend said she would arrive I may wait outside or just enter the party since waiting outside to long would appear even weirder. However if I went inside to the party I would most likely go straight to the liquor to chill my nerves and begin making small chat with others. Since, I don't know anyone I might as well put myself out there anyway.",3
"I would try to start a conversation with someone who was at the party, preferably someone who was without someone to talk to just like me, I would ask if that person knows my friend and talk about current issues like sports, weather and some recent event. If I can't find someone to start a conversation with, I would be sitting somewhere fiddling with my cell phone and hiding the boredom I would surely be experiencing in this unpleasant situation until my friend arrived. If my friend takes more than 1 hour I would sneak out and leave.",2.333333333
"I would never go into the party by myself, even if I knew people at the party. I would sit in my car and listen to music or browse on my phone. I would probably be nervously smoking cigarette after cigarette as well as it's just a common nervous habit of mine when I'm anxious or uncomfortable. I would try to call my friend that I was supposed to me and if I couldn't get a hold of them I would just leave and go home for the night. If that did happen I would be upset with my friend and probably would never agree to go out with them again.",1.166666667
I would feel very uncomfortable that my friend was late. I would be waiting outside for my friend since I don't know the people attending the party or the host of the party. I would patiently continue waiting outside or in my car for my friends arrival to the party. As the time passed though I would try calling or texting my friend to see is something happened to them to make them late. I would confirm the time with my watch and also my cell phone just in case one or the other was running a bit fast. I would stay out of sight of any people that were attending the party just in case they thought that I was an intruder to the party.,4.166666667
"I would love to check out the party, so I think I will go ahead and see what's going on. To meet people, I would make up some icebreakers, approach with a friendly smile, and talk to people. It would be a fun time. I wouldn't wait for my friend if he was that late. But I would keep an eye out for him. It would be fun to go and mingle for a bit without a friend, and just venture out on my own. Seems like this would be a great part and if it was an important one, my friend will definitely get here and help introduce me to people there.",4.25
"I would feel very isolated. I don't like making new friends, and I don't make friends quickly. It would be a room full of strangers. Very scary for me. I would likely find a seat in an out-of-the way place and watch people mill about. If someone came up to me, I might start a conversation based on how I was feeling. If I was feeling good, I would get to know the persona and ask some basic questions. If I felt bad, I would try to brush them off and keep to myself. I would also message my friend to find out when my friend would come.",1.166666667
"I would probably be really stressed out. If I realized she was late before I went to the party, I would probably wait in the car. I've had trouble getting myself to get out of the car and go into social events when I know everyone there. Without the person that I know, I'd probably be panicked. If I was already inside, I might try to find someone else that looked shy and introduce myself. Otherwise, I'd probably be hovering around the food and trying to not attract attention until my friend got there. It would be really hard for me and I'd probably cry when I got back to my car.",1.333333333
"I would feel very anxious mainly because my friend is not there. My first thought would be to find out if something happened to my friend. For example, I hope they were not involved in a car accident on the way to the party or that something else may have happened. Not knowing anyone would be a bit scary but I think I would be able to meet some of the people there and introduce myself to help make things not quite as awkward for myself or other people at the party. I would certainly keep an eye on the door to watch for my friend to arrive or at least check my phone to see if I have any call or text messages from them.",4.416666667
"It would certainly feel awkward to me to be at a party where I know nobody. I will try calling my friend to find out what time he would be arriving, so that I would get an idea of how much time I would need to wait. If it is a short wait, I would just gaze around and play a game on my phone. If it is a rather long wait, I might leave the location and take a trip to a nearby food joint and have a meal until my friend arrives. Then we would both go to the event.",2.833333333
"I would call or text my friend to see why they are late. I do not like being around people that I do not know, so I would be very uncomfortable. I would find something to drink and go outside and find somewhere to sit by myself. If my friend does not show up within the next 10 minutes and will find the host and let them know that I am leaving and to please let my friend know that I am going home. I would be upset because my friend would know that I do not like being in these kinds of situations.",1.25
"I would introduce myself to some people and mingle while I waited for my friend. I would be a little bit peeved, as I am scrupulously punctual and my friends know this about me and at the very least there should have been a phone call or a text to let me know that they were running late. I would send the obligatory where you at? Text, then grab a drink and introduce myself to the most fun looking people there. When my friend arrived, I would detach myself from those I was mingling with and go to my friend and find out what was up.",5
"Not being familiar with the crowd of people attending the party and my friend who invited me was late, I think I would feel really. I would probably leave or wait outside for my friend till he or she arrived. I would only wait for about 30 minutes the most. If he or she still hasn't arrived I would try to contact the friend who extended the invitation and let them know that I was going to go home. I am not really comfortable going into situations where I am not familiar with the situation or the other people involved.",2
I would feel fairly awkward at first since I do not know anyone there and a bit let down that my friend was late. I would introduce myself to the host of the party and thank them for the invite. I would have some small talk with them and thank them for allowing me to attend. I would then check out the snack and drink situation. I would get a drink and get a little food to hold me over if available. I would survey what was happening at the party and look to find some common areas of interest with other guests and start some conversation while I am waiting.,4.25
"I would probably wait in my car as long as I possibly could hoping that my friend would arrive. Honestly, if I didn't know anyone I would not enter without my friend. I would wait, and try to contact my friend. I would probably just play games or surf the internet on my phone while I wait. If I could not contact my friend, I would wait for a reasonable amount of time, and if they did not arrive, I would just leave. If my friend lets me know when they would arrive, depending on the time, I might go somewhere close to kill time while waiting.",2.5
"I would feel very uncomfortable. I would likely still go to the party and introduce myself to the host. I would likely keep to my self and maybe make a plate of food or have a drink to bind my time. I would also seek out any other people that I have met or know so that I could have some small talk. I would also likely play on my phone, step out and make a call, etc so I wouldn't be alone. I would keep asking my friend her time of arrival so I could make sure she was coming eventually.",2.916666667
"I would feel awkward about going in to the party prior to my friend's arrival. Assuming that I had driven myself to the party, I'd likely check in with my friend before I went to the host's door. At that point, I would choose to wait in my car until my friend arrived so that we could go inside together. If that weren't a possibility if I had gone to the door before realizing that my friend hadn't arrived yet I would make the best of the situation. I'd feel a little uncomfortable going to an event like this when I don't know anyone and wasn't personally invited. But, I'd introduce myself to the host and explain the situation. I would simply be polite, make small talk, and try to casually meet few people while waiting for my friend to arrive.",3.75
I'd feel pretty apprehensive about going to the party in the first place but now that my friend was running late- it would make me feel pretty uptight. I'd have a difficult time starting up conversations with people- I like having someone by my side to help guide me in these social situations. I'd be a little frustrated that they were running late considering that we had planned on 9 PM. My nerves of being at a party and not knowing anyone would take over though and I'd be more anxious. I'd keep looking at the door and at my phone hoping for some kind of contact. I hope my friend will arrive soon- this is uncomfortable for me to be at this party!,2
"IF I WAS IN THIS SITUATION I WOULD WAIT FOR MY FRIEND TO ARRIVE TOT HE PARTY BEFORE I GET OUT THE CAR. I WOULD USE THE EXTRA TIME TO CHARGE MY PHONE, TOUCH UP MY MAKEUP, TAKE SELFIES AND OTHER THINGS WHILE I WAIT. MOST LIKELY I WOULD ALSO CONFIRM WITH MY FRIEND HOW FAR AWAY SHE IS SO I KNOW HOW MUCH TIME I HAVE TO SPARE. I WOULDN'T FEEL ANY WAY TOWARDS MY FRIEND BECAUSE I AM OFTEN LATE TO EVENTS AND I WOULD EXPECT MY FRIENDS NOT TO BE MAD WHEN I AM LATE.",3.333333333
"I would be nervous about it. I am socially anxious in gatherings like this. I would feel anxious, and I would be calling or texting my friend to see where they were or if they were still coming. I would probably sit in my car outside and wait until I heard from them or saw them show up. I would definitely not want to go into the party alone with strangers I don't know. I would be a chicken and wait for my friend that talked me into going with them. I might wish I didn't say I'd go or that I stayed home also.",1.916666667
"I would be really reluctant to go to this party or to every put myself in this situation. This would be super awkward. I would never feel comfortable in this situation. To be honest, it sounds excruciatingly uncomfortable and I would hate to experience this. I would feel really awkward. I would probably excuse myself from the party, after apologizing to the host and the other guests. I would either call my friend and wait outside for them to arrive, or else I would leave the party all together and just go home.",1.833333333
"First, I would feel pretty awkward and nervous. I have been in a situation like this before where I showed up before my friend and I felt really out of place. I might think about going out to hang out in my car for a little while until I see my friend get there. If I couldn't do this, I might just scroll on my phone and entertain myself until my friend got there. I might even just pretend to entertain myself on my phone. Overall, it's a pretty awkward situation and causes a lot of anxiety for me.",3.083333333
I would feel very nervous and angry that my friend wasn't on time. I would go outside and call my friend and see what is taking her so long to get there and I would then probably go back inside and find one of the pets of the person who was giving the party and play with them or maybe see if anybody takes the initiative to come up to me and start talking to me. I doubt I would go up to anyone and start a conversation with anyone as I would probably be too nervous to do that.,2
"I would be very nervous and somewhat irritated that my friend had not shown up at the party on time. I would try to introduce myself to the host and some of the others while I am waiting on my friend. I think that since, I do not know many people that conversation would be somewhat hard to maintain. I would find me a small out of the way place to blend in. I would probably just sit or stand with a drink in my hand, and I would watch for my friend and only talk when someone else strikes up a conversation.",4.5
I would feel very annoyed at my friend. I would feel that I went out of my way to do something for them then they did not even bother be on time. I would also feel out of place because I most likely do not know anyone there. I would feel foolish for not making sure that my friend was going to be there before me. I would awkwardly introduce myself and be put off by the whole situation. When my friend got there I would probably not try very hard to mingle with people.,2.333333333
"If I arrived at the party and realized my friend hadn't yet arrived, I'd introduce myself to the first available person and explain I've been invited by my friend namewho hasn't yet arrived. Depending on that person's reaction, I'd then move into social chit-chat and hopefully meet the host. Meanwhile, I'd feel it would've been easier if my friend were already at the party and that it was my friend who was helping me navigate through the party scene, but I would realize that I just had to do the best I could on my own.",3.166666667
I would feel pretty frustrated as I put timeliness at the top of my priorities. I would try and find someone who is alone as well and try to start a conversation with them introduce myself as the friend of the person that was invited. I would try to suss out who my friend is to these people while trying to forge my own identity in this new clique. Once I had properly introduced myself around and gathered a rapport with the crowd I would start eating their food.,3.333333333
"I would feel some shyness for the people who are there since they are unknown to me, maybe I have never introduced myself to someone, but while my friend has not arrived maybe in the wait I take the initiative to introduce myself to some of the guests to give me to meet, although perhaps it would be uncomfortable for me since I was not invited directly. I would try to approach the host and be grateful to be there as well as express my disposition to any matter that requires.",3.916666667
I would feel rather annoyed with my friend and question the fact why we didn't attend the party together. I would trying calling or texting my friend to see where they are in they still plan on attending the party. If I get no response within 10 minutes then I would leave and go elsewhere. I would be upset with my friend for not keeping posted on the decision to not attend. Not to mention wasting my time and making me feel uncomfortable at a location where I do not know anyone.,1.583333333
"I would feel a little upset that my friend had wanted me to go so badly and now was showing up late. I would be a little annoyed. I might get a bite to eat while I waited, maybe play a game on my phone, and check my social media. If my friend was not there withing 30 minutes I would leave and go home. I would not wait on my friend any more than that unless they had texted or called me to let me know that they were going to be late and how late they would be. Otherwise, I would wait in the car after I'm done.",2.916666667
"I would try to find something to drink and hang out around that area. I'd definitely see if there was a cat or dog running around that I could pet and play with. I might try to strike up conversations with some of the people there, general chit-chat. I'd feel extremely uncomfortable at first. I would be impatient with my friend and probably be texting her about her arrival time. I might go to the bathroom and look at my phone to kill time before she arrives. I would ask around about my friend to strike up conversations about her.",2.166666667
"I will feel awkward of course, because it would be really hard for me to start a conversation without knowing anyone. I will also feel disappointed because my friend knew that I did not know anyone, so he or she should be here first. When I am waiting for my friend, I would try to go around and familiarize myself. I will also try to listen to other people's conversations and try to figure out what they like to talk about and maybe jump into the conversation. Of course I would be trying to contact my friend too regarding the situation.",3.5
"First of all, I would feel tired. I don't stay up that late very often. Then I would panic because I am very shy and would not want to be alone. I would probably go outside and wait for my friend. I would probably find a place to sit, maybe in my car, and entertain myself with my phone. I would get on Facebook or I would do surveys until my friend showed up. If my friend was still not there after waiting for an hour or so, I would go ahead and drive myself home. I would text my friend and go to bed.",2.833333333
"If I was there before my friend because he was late, and I was around people I didn't know, I will try to strike up some conversations with some new people, and make some new friends. I love to meet new people, and to see if we have things in common, I would definitely see this as an opportunity to the make some new friends, and be able to share some of my interests with them. The situation might make some people a little anxious, but not me. I would see it as a fun opportunity.",4.333333333
"I would feel nervous, I would feel like a stranger, and I would be worried that if my friend would not come at all. I would try to talk to people, I would try to make friends, I would try to fit in. And if I cannot fit in, I would grab a drink, I would just check my phone to kill time. I would read some news on the phone. I would count the time when my friend would finally show up. I would feel the time go really slow. I would feel that I made a mistake to come.",3.416666667
"I would definitely be upset. First off, we would have came together. I don't trust others to be there on time. I would definitely be upset. I would hope my friend would call and let me know. While I am waiting for my friend, I would look around to see if anyone looked familiar. If not, I would try to find a seat, get a drink and wait at least 15 minutes for my friend. If my friend does not arrive within that time frame, I would leave. I may try to mingle if I am approached but I would definitely be out of my comfort zone for sure.",2.75
"So I arrive and my friend was not there as schedule. I will not feel weird at all so I will go to the bar and maybe try to talk to some folks to see what is up. I would just wait for my friend to arrive. After all, even though I do not like to talk to people and be the center of attention, I have no issues approaching folks and start a conversation. I will just introduce myself and tell them that my date is late in a joking matter and just try to get to know the crowd.",3.5
"I hate waiting, period. Idk why it just bugs me. Even waiting in a drive thru irritates me. So I would be irritated that I'm waiting yet again. I wouldn't feel negatively towards my friend at all thought. Being late happens. I'll just over dramatically be fake annoyed and then I'd just snap out of it and play some games on my phone. OOOO before that I would definitely call them and text them a few times. If my friend takes too long I'll just enter the party myself and introduce myself as blank's friend. Not knowing the host or crowd doesn't bother me. I'm a people's person, especially to strangers.",4.75
"If my friend was late to this party, I would feel anxious as well as feeling a bit miffed. However, I would try to make the best of the situation and I would try to be sociable with the new people that I would meet at the party. I would not want to appear timid or anti-social, so I try to strike up conversations with a variety of folks at the party. I would try to find something in common with some of these people and I would try to build a conversation with these folks around any commonality I may find.",4.333333333
"In reality there is a 0 percent chance I would have ever agreed to this as I do not go to any type of party for any reason. But. I while waiting for my late friend, I would attempt to locate the food, assuming there is some, Most parties have food right? Idk, they do in movies. I would then eat in the corner until my fried showed up. If there was no food I would take this as a sign that I could just leave, and go get some food elsewhere. Basically as soon as I think about food, my natural, despise party nature would kick in. Also its 9 pm and I don't do anything past 8 pm. Also what even is an important party?",1.583333333
"I will feel very awkward. I will pull a chair corner of the party and will have a drink. Open my mobile, silently I will watch some videos and enjoy watching. I will not mingle with anybody. As if I am a new guest, I will just sit away from party. Anybody asked, I will tell, my friend is on the way and I will be joining shortly. I will confirm with her, how long will it take, if very much long taken, I will move out from there, without informing anyone. I will feel very awkward. I will pull a chair corner of the party and will have a drink. Open my mobile, silently I will watch some videos and enjoy watching. I will not mingle with anybody. As if I am a new guest, I will just sit away from party. Anybody asked, I will tell, my friend is on the way and I will be joining shortly. I will confirm with her, how long will it take, if very much long taken, I will move out from there, without informing anyone.",3.666666667
"If I were in this situation, I would immediately feel quite uneasy since I do not care for social gatherings. I tend to be very uneasy in social gatherings and I am very self-conscious. Nonetheless, since my friend has not arrived, I would likely just stay to myself unless someone approached me or if there was an opportunity to say hello. If there were any food or drinks, I might have a drink and move around the room just to kill time while waiting for my friend. When I am in this type of situation, I honestly look for the first opportunity to leave. I guess you could say I have social anxiety and panic. So, I would be watching the clock, almost hoping that my friend doesn't show up soon so I would have an excuse to just slip out the door and go home. I could then tell my friend that I waited for them, but when they didn't arrive, I left because I didn't know anyone.",2
"I would be annoyed, but would try to make the best of it. I understand that people are sometimes late, and even though I don't know people well, there has to be someone at this party that I can talk to until my friend arrives. I might even try to befriend the host, because then I could offer them help if they needed it, which would keep me busy. I would try to be understanding of my friend being late, but if they were going to be later than about a half hour without good reason, I probably wouldn't stay.",3.416666667
I would feel out of place. I would first call my friend and see about how long until they arrive. I would see if they could contact the host of the party to let them know that I was there and to come and check on me to make me feel comfortable. I would get a drink if possible and just walk around anxiously awaiting my friend to get there. I would probably keep my face in my phone and maybe try to find a place to sit and relax until my friend arrives.,2.166666667
I would feel a little awkward and start to wonder how long it will be before my friend shows up. Since my friend is not there and no one knows me I would try to find the host and introduce myself. Then I would just start chatting with some of the other people at the party. It is a good way to get to know new people and I do not need my friend to be there to talk to people that I do not know. After a while if my friend did not show I would call them to make sure everything is okay.,4.416666667
"I would feel highly uncomfortable. I would attempt to contact my friend to find out what the problem is. If I do not get an answer, I will attempt two more times while inside waiting. If the attempts are failed attempts, I will politely excuse myself and exit the party. Then, I will wait for my friend for twenty more minutes. If my friend does not show up, I will send my friend a long text message telling he or she that his or her behavior is very unacceptable. I would leave and continue to find other things to do.",3.083333333
"I would feel upset that they knew I wasn't super excited about coming to this party and then they weren't obligated enough to show up on time. They would know how not excited I originally was because I would have communicated that too them, so I would be upset with them. While I waited for my friend, I would just hang out in my car on my phone until they arrived. I would be texting them constantly in order to know what their ETA was and I would ensure that I would not go into the party until they were there.",2.333333333
"I would feel ill at ease, not knowing anyone. I would introduce myself to the hosts and probably make small talk for a while, hating every moment of it. After I'd exhausted the small talk, I'd kill more time by going to the restroom and fixing my makeup. I'd probably hang out in there texting my other friends and I'd likely text my friend who was late to find out their ETA. If they were running really late, I might temporarily leave the party under the pretext of having to make an emergency phone call. I'd return when my friend arrived.",2.25
I would call my friend after waiting for a few minutes to see how far out they are. I would then let them know where I'm parked and inform them I'm going to wait in my car until they arrive. I would hang up and be very annoyed that they are running late. I would then call my wife and let her know how annoyed I am and talk to her for a while. I'd then play games on my phone and surf the Internet until my friend showed up. I would also play around on social media. Mostly just scrolling through other people's posts.,2.083333333
This is always a most uneasy situation. I would look around to see if I actually knew any of the people at the party. I would ask who the host was and introduce myself to him or her telling them who had invited me and that he or she will probably be along shortly. Then I would call my friend who had invited me and find out where they are and how late they will be. After that I would get a drink or something to eat and start to blend in with the crowd making small talk with others. Hopefully my friend will arrive soon because I am not really adept at talking to strangers.,3.333333333
I would get a drink and nurse it slowly hoping someone interesting would start a conversation but I would not go looking for one. I would check my phone to see if my friend had texted me when they would arrive and I would start an internal count down to when they would be arriving. I would be extremely mad because if they are my friend they no I do not like this and I always arrive on time or early. I would be a little bit more upset because they talked me into going. I would try to appear undisturbed but I'm not very good at that so I would probably not be putting off a friendly vibe even though it would be better if I did and I know that but I am just me.,2
"I would immediately feel anxious, and irritated with my friend for not showing up on time. I'd probably grab a drink to make myself feel a bit more comfortable. Then I'd try to find a few friendly faces and go over to introduce myself. I'd text my friend to find out when they planned to arrive. If I felt comfortable talking with the new people I met, I would hang around at the party until my friend arrived. If there was no one there who was friendly and welcoming, I would probably leave and go home. I hate that awkward feeling of not knowing anyone! Oh, I forgot about pets. If I feel uncomfortable at a party, I do a quick search for a dog or cat. It's a nice way to avoid being fake friendly to people I don't know.",3
"First of all, I would either text or call my friend to see if they are okay or if they are ill or have been involved in an accident. If they are just running late, I would ask my friend what time they are anticipating being at the party. If it will be an extended amount of time, I would ask them to call the host and let the host know my name and I am a guest that they invited to the party. I would then introduce myself to the host, since they would then know I am not a party crasher. I probably would be a little perturbed by my friend's lateness, but I would try to not let it show in my favorite. I would then survey the room to see if there was anyone I know that I could go have conversation with. If I see an acquaintance, I would go over and chat with them. If not, I would go get myself and drink and find a place to stand or sit until my friend arrives at the party.",2.5
"I would be anxious, there is no denying that. Since I don't know anyone I might hang around in a corner for a bit, trying to contact my friend to see if they were on their way. If refreshments were being served I might head over to that area and mingle a little with those standing by the table, and try not to appear so awkward. If asked who I was I would say I am the guest of my friend, who apparently is running a bit late. And I would laugh nervously and try to make conversation with people and act friendly and approachable.",3
"I actually probably wouldn't have even gone in the party until I knew with certainty that my friend was there. Regardless I would be very upset my friend was late. I would probably leave the party and wait for my friend in my car. I don't like situations where I don't know people, and I especially don't like parties where its expected for everyone to be social. I also don't drink and would feel that pressure so I generally stay away from parties. I feel like my friend should know this about me so that what would be most disappointing.",1.333333333
I would just go into the party and blend in. I would start talking to people and getting acquainted with the people. I would start drinking and parting. I would want to find a good looking young lady to spend some time with. When I meet here I would make her the center of my attention. Once I got her on the line I would invite her to leave with me and go back to my place where we could have a party of our own. We would have a great time and it would be a wonderful evening. It would be the time of our lives.,3.75
I'd feel upset with my friend. I'm sure I'd be texting their phone and trying to find out why they are not there even though we made plans. I'd also be working it up in my head that there was a terrible accident and that is why they aren't here. I don't do well when people aren't where they say they'll be when they say they'll be there. I go to worst case scenario that they are dead in a ditch somewhere. I'm sure I'd be pacing back and forth and looking to the door for their arrival.,2.5
"I would feel somewhat awkward at first. I would check and see if I could get into contact with my friend first. I might look at my phone for a while. After some time I would introduce myself to some of the people at the party. I would joke about the situation and admit that I was nervous. After some time of talking to people, I would probably be less nervous. It would depend on the other people at the party. There would be the chance that I did not get along with the people there. If that was the case, I would message my friend and tell them that I was leaving and leave the party.",2.5
"I would feel very anxious. I would likely leave the party and text my friend from the car, asking where they are. I would be irritated with my friend for not showing up. I would probably wait in the car for them to arrive and refuse to reenter the party until they arrived. I would not feel comfortable being in the party with people I do not know. I would feel like an outsider since I do not know the host, either. I would be alert and anxious and looking over the parking lot, trying to find my friend. Once my friend arrives, I will then go in.",1.833333333
I would hate to go to a party to begin with then when I get there to not find my friend there would make me highly uncomfortable and upset because having my friend there would be a source of comfort for me. I think that maybe it would be better if my friend and I ride together to the party so we could arrive and leave together for further avoid any awkward situations. Since I have arrived alone though I will greet the host and get something to drink then try to find a spot to sit out of the way.,1.5
I would first feel very anxious. I would want to make sure that my friend is doing ok. I would first try to send a text message to my friend and maybe call them. After a certain amount of time that has passed I would also begin to reach out to other people that may know where they are. Finally to keep myself occupied I would play games and listen to a lot of different music. I would want to keep myself calm for the most part and try not to panic too much.,2.75
"If my friend asked me to attend a party in which the I have not met the host and are not very familiar with the crowd of people who will attend the party. And my friend is running late. I would feel very awkward about it since I don't anyone from the party. I'll probably be stepping outside until my friend arrives at the party. It would be okay if I met already the host even if I don't know much of the people in the party. I will call my friend to find out where he is, if he is almost near the place of the party.",3.416666667
I would feel horrified. I do not like being around strangers that I know nothing about. If I was already at the party I would probably try to find a quiet place to sit and wait for my friend. If I hadn't actually entered the party yet I would wait outside until my friend arrived. I would also call my friend and make sure that everything is ok with them. I would feel very nervous because I am an introvert and am very nervous around people in general. Even more so if I don't know the people very well.,1.75
"I would try to wait outside until my friend came if at all possible. I would feel quite uncomfortable and nervous while waiting since I am somewhat shy. If I was forced to go in like if I was seen or it was bitterly cold, I would introduce myself to the host. I would kind of stay to the side until my friend came. I would text my friend to see when they would be coming. I would probably play on my phone or go over my calendar to help pass the time and to distract myself from feeling uncomfortable. I would be happy when my friend shows up.",3.5
"I would wait in my vehicle until I could get a hold of my friend. If she was going to be much later, I would leave and run some errands and then come back and wait in my car. If she was going to be ridiculously late, I would tell her that she's on her own and I'm done waiting for her. I would make sure she was okay first and find out why she was late. If she was just being irresponsible I would definitely tell her that I'm not happy.",2.583333333
"It I was asked by my friend to attend a party where I didn't know the group of people and I wasn't familiar with the host then I showed up and I realized my friend was not there yet, I would start feeling uptight. I would be nervous and I would take out my phone and play with it while I waited on my friend to arrive at the party. I would make any necessary phone calls that I needed to make. I would text people just to look busy and not nervous.",1
"I would try to be sociable and talk to as many people as I could to try and fit in with the crowd as I wait for my friend to arrive. The important thing to me would be not looking like I do not belong at the party. Although I am unfamiliar with the host or many people there, it would be important for me to fit in with everyone there and not hurt anyone's feelings. I would want my friend to be happy to arrive and see me there. Being there to support my friend is a very important consideration in the process.",3.666666667
"Easy. I would sit in my car and wait. I am VERY antisocial and I have high anxiety around people, especially those I do not know well or at all. So, I would stay in my car and call my friend to ask where she is and when she will be there. Then I would wait in the car and play with my phone or something. Maybe it's weird but here's the thing about that: I don't care! When I do go in the party house I'll be just as antisocial anyway and either sit by myself or cling to my friend all night so it's not much different than sitting by myself in my car for a while. I don't care what they think of me anyway. I'll probably never see most of them again in my life.",1.083333333
"I hate parties, I hate going out late. 9 pm is when I am usually in bed. None of my friends would ask me to attend such a party or expect me to stay up late. Friends do not make unreasonable demands of others. If I was there at 9;00 pm and my friend was not, I would wait a very short amount of time, no more than 5 minutes and then leave I would have driven my own car to this party specifically so I could leave when I was ready and not need to wait on anyone else. If my friend showed up within the period I was waiting, I would point out to them that they were late. I would walk in with them only long enough to say hi. I would sneak back out at the first opportunity and leave by myself as described above.",2.166666667
"As I arrive at this important party, I look around to see where my friend is. Of course she's running late, so I'm going to move around in this crowded room and find someone to talk to. I don't really worry that I'm by myself since I've been in situation before. I don't have a problem talking to strangers, so I look over and see a couple of people standing against the wall. I approach one of them, introduce myself, and make a little conversation. I know that if this person doesn't seem interested in talking, I will move on to the next person. I''ll also follow people to the refreshments and act like I belong there.",4
"When I first find out she isn't there yet, I'm going to be a little perturbed, but I will remind myself that she felt comfortable enough with me going so I shouldn't be so worried about it. I will text her to tell her I am there, and then I will probably buy myself a few minutes and find a restroom to do something, even if it's just to check my hair and makeup in the mirror. I'm now going to feel like I'm there as her representative until she arrives, so I'll go where most everyone is, and stand in one spot and look around smiling while holding my phone as if I've got some important thing going on and to give the impression that I'm not just standing there with nothing to do like a weirdo.",3.083333333
"I would feel very uncomfortable and would probably not walk in. The first thing I would do is text my friend to find out how long she was going to be. If she was 20 minutes or so out, I would probably drive away from the party and head over to a coffee shop or local diner. At that point I would catch up on email, texts or anything else that I need to do. I would also tell my friend to text me when she was at the party. If my friend was close to the party and I really did not have to wait for long, I would just wait in my car. While I was waiting I would do the same thing I mentioned above- check email. Texts, etc.",2.333333333
